Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-39.526512,-1.9852905,-80.0,8.620708,24.646708965301514,25.53561954963986
Low-Mid,-38.19748,-3.8382988,-80.0,9.238322,22.192697525024414,21.971316409419384
Low-High,-37.59398,-4.757263,-80.0,11.436056,19.42006826400757,21.347449972502556
Mid-Low,-38.64053,-1.9685593,-80.0,13.884807,20.523505210876465,19.804881872968757
Mid-Mid,-43.26001,-3.6086807,-80.0,10.435485,21.3639235496521,21.932041262561345
Mid-High,-50.34481,-2.8283424,-80.0,6.8350606,25.819671154022217,25.308754092414162
High-Low,-54.286343,-6.5285683,-80.0,3.1210892,28.928165435791016,25.8762592882039
High-Mid,-59.47239,-16.980326,-80.0,1.1546539,27.113494873046875,30.786018430070307
High-High,-68.58218,-19.697613,-80.0,0.5223814,31.285488605499268,32.1462649879894
Overall Song,-70.60323,0.0,-80.0,2.2353737,38.35585355758667,16.567262411117554
