Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-49.735767,-13.315868,-80.0,3.9823744,14.684070348739624,16.65733029215417
Low-Mid,-43.889965,-4.2982674,-80.0,12.5874,13.70579481124878,22.465365279838963
Low-High,-47.881588,-4.1236115,-80.0,9.592499,16.240532398223877,23.657767246785024
Mid-Low,-57.606968,-5.9053535,-80.0,4.4363003,21.157007217407227,29.300607445369327
Mid-Mid,-63.261894,-8.43985,-80.0,1.2851257,29.384019374847412,31.275448200933592
Mid-High,-69.55146,-14.631725,-80.0,0.5404159,30.716493129730225,30.67559813578605
High-Low,-72.6885,0.0,-80.0,1.003095,39.97593879699707,32.37573869529331
High-Mid,-74.232315,-24.636417,-80.0,0.104144715,35.01361846923828,34.55304398687196
High-High,-77.285995,-22.28002,-80.0,0.09075652,38.56520414352417,36.24683346440682
Overall Song,-77.228745,0.0,-80.0,0.7647605,42.33227252960205,23.03511619567871
