Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-30.517822,-17.617954,-51.91652,2.3458102,7.707793712615967,15.011142073941404
Low-Mid,-26.221165,-15.392914,-43.64872,3.4880576,6.487017869949341,13.207674953184988
Low-High,-26.335684,-11.907757,-48.959557,4.2881474,8.178452849388123,12.902408281948558
Mid-Low,-20.660938,-2.0196285,-48.10577,10.553599,10.243966579437256,12.825775030637214
Mid-Mid,-21.698053,0.0,-53.687874,11.420618,11.577813625335693,15.045811133718862
Mid-High,-39.994537,-10.951765,-69.45059,1.3996702,18.85932683944702,15.625415211319439
High-Low,-41.020252,-16.943918,-73.92244,1.0800306,15.118966102600098,16.62326827567429
High-Mid,-45.164318,-16.953804,-80.0,0.7351222,18.450610637664795,25.621192662304416
High-High,-55.319996,-13.355564,-80.0,0.5393711,24.738287925720215,22.576627137850977
Overall Song,-62.26618,0.0,-80.0,1.6142688,28.572089672088623,13.201606273651123
