Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-21.09034,-8.558584,-40.086033,7.1700997,8.492786884307861,11.90043283241902
Low-Mid,-16.06552,-2.5252743,-41.1628,13.862062,8.800047039985657,13.976875749165794
Low-High,-17.723999,0.0,-58.267998,15.796769,10.190510749816895,15.344086814070446
Mid-Low,-22.158524,-1.3476372,-62.36254,9.0225115,13.707691431045532,18.200383585142074
Mid-Mid,-28.818861,-6.2500305,-59.85499,3.9436207,15.993943214416504,17.741038089502126
Mid-High,-35.527424,-10.182465,-79.67744,2.1936328,17.156131267547607,27.982589753773553
High-Low,-50.65952,-15.337942,-80.0,0.5395118,24.18391704559326,26.136007740460435
High-Mid,-56.91796,-21.352867,-80.0,0.32809034,22.489140033721924,25.757055290266035
High-High,-67.18535,-26.905594,-80.0,0.14214635,24.20156717300415,27.187663698113553
Overall Song,-69.25741,0.0,-80.0,1.2724727,32.0689058303833,17.809220552444458
