Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-20.597233,-9.581245,-40.51478,7.719577,7.937769293785095,11.023092001055028
Low-Mid,-12.165251,-0.27936172,-51.63068,23.99785,7.3880743980407715,15.037373171423571
Low-High,-16.98032,0.0,-45.575375,18.348972,9.998651146888733,17.337988869178442
Mid-Low,-31.239185,-3.4898815,-73.74087,6.275413,15.828157663345337,21.439657364201498
Mid-Mid,-43.382645,-15.053856,-80.0,1.0466456,19.821035861968994,21.347385371635568
Mid-High,-56.638035,-19.474222,-80.0,0.43335927,23.059701919555664,21.03690350292618
High-Low,-58.76766,-7.9450245,-80.0,0.98075426,27.494657039642334,22.241478735506682
High-Mid,-62.85211,-29.612206,-80.0,0.14435737,22.469899654388428,27.94002969874723
High-High,-73.427055,-37.180077,-80.0,0.04743131,24.569506645202637,28.52144812905761
Overall Song,-72.91365,0.0,-80.0,1.2814786,33.116657733917236,13.063818216323853
