Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-33.512295,0.0,-78.93175,1.3371038,13.696781396865845,17.43010451005916
Low-Mid,-30.347042,-2.3832865,-56.57875,1.1445167,12.664356231689453,15.736971067022994
Low-High,-37.15003,-7.268405,-62.65689,0.6153087,13.169819116592407,18.115735256754956
Mid-Low,-50.836636,-11.077803,-80.0,0.22545399,18.08112382888794,17.303253409006068
Mid-Mid,-55.612183,-14.798922,-80.0,0.15798718,17.448726892471313,19.012914002133876
Mid-High,-62.306774,-14.97549,-80.0,0.07089035,24.232852458953857,24.81382314736246
High-Low,-66.48735,-18.075531,-80.0,0.034053415,27.50133991241455,23.7345809369922
High-Mid,-69.86318,-41.536465,-80.0,0.005334883,20.141122341156006,26.305520795329194
High-High,-72.41315,-42.83835,-80.0,0.0034606936,22.59847640991211,15.957154534581337
Overall Song,-72.41248,0.0,-80.0,0.07622213,38.57846260070801,16.548659801483154
