Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-23.302767,-9.28549,-38.60078,5.839331,8.848532438278198,13.866641565177247
Low-Mid,-23.30435,-9.762386,-43.158432,5.823279,8.395546078681946,12.590220630977985
Low-High,-22.783852,-10.248259,-39.05027,5.0335026,9.175621271133423,12.219727763491067
Mid-Low,-18.82712,0.0,-65.74368,14.152479,10.444633960723877,15.305700882331566
Mid-Mid,-31.94346,-2.1299076,-64.36441,6.8721924,14.589470624923706,17.49341812369349
Mid-High,-38.452164,-4.9555035,-76.10675,3.1184573,18.626984357833862,17.331449556018036
High-Low,-44.2172,-11.287533,-76.841995,1.1863537,20.689468383789062,20.823787162244823
High-Mid,-56.71518,-29.737808,-80.0,0.21258031,17.173017263412476,21.08310861535752
High-High,-69.49477,-39.04651,-80.0,0.052011672,20.092759132385254,25.739184058049563
Overall Song,-68.996124,0.0,-80.0,1.540494,29.708082675933838,14.028478860855103
