Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-41.490967,-21.860077,-58.329865,1.0080392,13.848264217376709,15.150588387266597
Low-Mid,-40.857628,-24.06357,-60.899956,1.0421597,11.355633735656738,15.676252699169913
Low-High,-38.24156,-19.877796,-60.66649,1.5718483,11.971880197525024,15.533941096215411
Mid-Low,-27.057726,0.0,-76.50366,11.794753,14.344112873077393,13.905909692454951
Mid-Mid,-42.559147,-9.925047,-80.0,2.155266,19.182825088500977,19.03174502189464
Mid-High,-48.63554,-9.698429,-80.0,1.6209241,21.88420534133911,18.673081732575792
High-Low,-53.41112,-13.082771,-80.0,0.73369664,25.384786128997803,24.365167818353882
High-Mid,-62.47886,-21.95607,-80.0,0.30124933,24.243297576904297,26.874029060751305
High-High,-71.071434,-29.098597,-80.0,0.11276782,25.6355881690979,26.56513619692894
Overall Song,-71.674995,0.0,-80.0,1.0591072,35.27909278869629,15.255801677703857
