Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-18.708824,-9.81344,-37.5138,6.6242647,5.763322710990906,8.081395735634985
Low-Mid,-9.177031,-0.6323528,-33.454113,20.037842,5.330145955085754,10.269825449830186
Low-High,-12.230673,-1.9073486e-06,-39.230087,15.940703,7.9493677616119385,14.725162772601914
Mid-Low,-26.189585,-3.164877,-62.824135,6.084073,13.150752782821655,17.15840783501051
Mid-Mid,-39.548466,-11.966167,-73.34077,1.3420979,17.477667331695557,19.92638480181402
Mid-High,-48.127224,-18.922722,-80.0,0.5630741,18.065484762191772,20.95736404554225
High-Low,-56.99686,-30.240517,-80.0,0.13756791,18.98865818977356,19.05413640138557
High-Mid,-56.309772,-29.893614,-80.0,0.2193371,15.28366208076477,18.43695312023153
High-High,-59.800842,-27.467628,-80.0,0.21308218,17.9609477519989,18.593432013227464
Overall Song,-67.011925,-1.9073486e-06,-80.0,1.1162887,31.043987274169922,11.282923221588135
