Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-15.652936,-3.1113968,-28.072823,0.007785445,8.952626585960388,16.31472486309412
Low-Mid,-5.912892,-3.318859,-11.316441,0.016280942,2.337242513895035,10.839935717993125
Low-High,-7.1361423,-0.17086029,-14.107315,0.01750303,4.856565594673157,16.681474965649365
Mid-Low,-21.9292,-6.649452,-45.453335,0.0039277733,11.357311010360718,19.702704484857815
Mid-Mid,-26.69301,-8.522251,-45.605602,0.0025518308,13.230403661727905,13.020528828848283
Mid-High,-29.877293,-11.019711,-68.08415,0.001520103,15.232518911361694,12.860177218147143
High-Low,-30.380178,-17.228867,-68.4762,0.0012566074,10.676833391189575,12.973423016126212
High-Mid,-31.069963,-19.985973,-65.28549,0.0011706174,8.53541910648346,13.841482031941828
High-High,-31.37665,-17.056938,-65.71553,0.001129686,11.773597002029419,12.592887263334738
Overall Song,-30.950787,0.0,-69.889694,0.001591437,25.853900909423828,13.58392596244812
