Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-21.144732,-12.481358,-46.660244,0.71364415,5.528478026390076,10.805039177940113
Low-Mid,-18.476002,-7.371914,-28.123074,0.9591286,8.070018291473389,12.758948386646555
Low-High,-17.732828,-6.4544163,-29.675846,1.097594,7.816219329833984,8.816082536745386
Mid-Low,-23.692572,-6.2169113,-46.822357,0.67553866,12.26955533027649,13.449337357359042
Mid-Mid,-23.585241,0.0,-47.40187,1.0334722,14.793494939804077,16.533877826559625
Mid-High,-39.69512,-12.556782,-70.658485,0.20084721,16.46537184715271,17.235408466237452
High-Low,-41.70369,-14.7463455,-80.0,0.14527667,17.0892071723938,17.895913644450122
High-Mid,-48.822628,-22.840992,-80.0,0.057626985,17.025959491729736,20.253912386098406
High-High,-55.203876,-26.86161,-80.0,0.029199418,18.910374641418457,21.396077554791766
Overall Song,-61.3318,0.0,-80.0,0.15004344,31.55513048171997,14.101189374923706
