Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-33.598785,-8.526825,-62.570866,3.1303945,14.095629453659058,20.788022396012607
Low-Mid,-34.68826,-4.099474,-56.15689,3.6739886,17.13220477104187,17.933510216038076
Low-High,-34.176804,-5.4386578,-59.278214,2.7471173,18.318233489990234,14.730233939362316
Mid-Low,-26.928024,-0.28886414,-60.769894,8.326654,13.836159706115723,15.902721516098676
Mid-Mid,-35.167004,3.8146973e-06,-72.55584,4.4517317,19.563857316970825,19.447384569602836
Mid-High,-45.082832,-3.5368538,-80.0,1.9203813,23.329830169677734,22.992723932066784
High-Low,-47.706608,-10.646864,-80.0,0.76636314,24.198880195617676,18.726133759172697
High-Mid,-53.164574,-15.412512,-80.0,0.4488505,24.079890251159668,24.386840320002054
High-High,-62.236416,-22.880466,-80.0,0.19216622,23.98042917251587,23.105946802187756
Overall Song,-66.92072,3.8146973e-06,-80.0,0.95127624,32.96830415725708,16.56468152999878
