Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-22.105331,-14.177303,-36.981667,1.3610854,4.601460099220276,9.449668215092768
Low-Mid,-10.411569,-3.9797173,-22.451511,4.4221735,4.564037322998047,9.725327186957292
Low-High,-8.398184,0.0,-24.121471,6.0836253,5.773221254348755,7.551021722547331
Mid-Low,-14.386836,-0.42923355,-42.848965,4.0652623,8.845463991165161,11.774431227895883
Mid-Mid,-22.591976,-6.49,-52.739853,1.5553533,11.12989068031311,15.649978046615837
Mid-High,-29.759983,-7.8987885,-60.90832,0.73506236,16.23119831085205,16.137189316267243
High-Low,-51.52332,-15.416245,-80.0,0.14675345,22.70845890045166,21.394329194078665
High-Mid,-59.853817,-38.43782,-80.0,0.026121378,14.678728580474854,19.073719193439654
High-High,-66.95469,-44.183136,-80.0,0.013652854,14.568865299224854,15.884397623144666
Overall Song,-68.544685,0.0,-80.0,0.4988929,27.496323585510254,10.260578393936157
