Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-19.92116,-5.1691895,-36.08197,12.2007475,8.968123197555542,11.248542684470221
Low-Mid,-20.326576,-6.935356,-41.944756,11.616294,7.628333568572998,11.915428722915781
Low-High,-21.17602,-4.365925,-44.244205,11.145733,10.556946992874146,12.46428989700696
Mid-Low,-22.42278,0.0,-50.669937,18.850561,10.35856008529663,12.618168900986245
Mid-Mid,-27.479475,-2.7072067,-69.1465,13.844844,10.33207654953003,14.924428110947085
Mid-High,-42.790035,-6.6011696,-77.127884,3.3242466,18.830009698867798,15.904283404859981
High-Low,-44.34569,-19.979927,-80.0,1.0965238,15.08475661277771,18.729710386642253
High-Mid,-46.49763,-21.059576,-80.0,0.92952335,15.440260171890259,20.72372234142208
High-High,-58.88845,-24.47604,-80.0,0.27998745,22.446231842041016,19.945514670777573
Overall Song,-64.82462,0.0,-80.0,2.3815215,28.327956199645996,12.079763412475586
