Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-46.009632,-7.3368587,-67.91746,0.16883199,13.494657278060913,18.36432064857651
Low-Mid,-36.719856,0.0,-50.800884,0.31625542,15.379852056503296,18.1561094516189
Low-High,-37.50613,-2.1318793,-50.33797,0.23242961,15.922904014587402,18.887036091585443
Mid-Low,-49.950783,-6.5534163,-80.0,0.10616429,18.307626247406006,18.71685431502536
Mid-Mid,-53.453194,-5.117151,-80.0,0.09648284,20.57446002960205,19.168892816634823
Mid-High,-57.94866,-12.041861,-80.0,0.05896151,17.927380800247192,25.52078211497154
High-Low,-61.04544,-7.4552965,-80.0,0.06355124,21.86283588409424,26.69333420579903
High-Mid,-62.83922,-8.830147,-80.0,0.03408647,25.898826122283936,25.728920278801596
High-High,-64.32503,-22.814049,-80.0,0.006946643,25.731065273284912,22.508729002569797
Overall Song,-64.38681,0.0,-80.0,0.030391186,35.72565793991089,22.93193817138672
