Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-23.537228,-11.565445,-39.385998,6.6774306,8.321903347969055,11.853220364249239
Low-Mid,-23.04557,-10.516857,-38.347576,7.0787306,8.863572478294373,12.95903312810917
Low-High,-25.449192,-12.72509,-51.02883,5.4264326,8.964158296585083,10.402599032916557
Mid-Low,-19.142561,-2.9741096,-63.85179,15.363496,9.675626158714294,12.824646197685563
Mid-Mid,-25.59475,3.8146973e-06,-54.441086,13.340362,13.876185417175293,14.267543939892688
Mid-High,-33.374226,-0.07022476,-80.0,7.165548,19.204320907592773,15.499318258531625
High-Low,-46.55996,-13.50786,-80.0,1.7038959,18.242814540863037,19.807142705672728
High-Mid,-54.4056,-21.399818,-80.0,0.42210668,22.471272945404053,23.00022871946156
High-High,-63.147682,-37.399982,-80.0,0.1273705,16.878175735473633,26.927405419159122
Overall Song,-67.148186,3.8146973e-06,-80.0,2.288152,29.189839363098145,12.019530534744263
