Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-21.823849,-9.352802,-39.02,5.770672,8.169071078300476,10.12322062171404
Low-Mid,-12.459253,0.0,-38.91658,19.240234,7.062191367149353,13.818052260564652
Low-High,-17.300766,-0.60146713,-38.926712,14.491973,8.922379612922668,13.851634513127298
Mid-Low,-27.221096,-3.909853,-59.352947,6.5821757,12.469156980514526,13.252961627615669
Mid-Mid,-36.52133,-9.637861,-80.0,2.8886847,13.89453411102295,16.39242102264884
Mid-High,-50.68617,-22.89038,-80.0,0.36412218,18.63107442855835,18.751919555131447
High-Low,-52.822327,-27.627966,-80.0,0.24137239,17.464680671691895,20.34353477276857
High-Mid,-52.116673,-26.784657,-80.0,0.24999064,18.003268241882324,21.230546473551755
High-High,-58.275513,-23.455973,-80.0,0.35319826,18.33005428314209,21.32727803286933
Overall Song,-64.97598,0.0,-80.0,1.1179919,31.77762508392334,12.316259145736694
