Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-18.967522,-9.874609,-44.260605,6.10602,6.2822335958480835,10.07550269567238
Low-Mid,-11.2176485,0.0,-40.16217,18.487043,6.534655690193176,13.800222583033383
Low-High,-15.496676,-0.0005531311,-44.73953,13.720285,9.124189615249634,11.891208236777132
Mid-Low,-20.9502,-2.504486,-52.776978,8.078459,11.220947504043579,14.336753792304881
Mid-Mid,-26.735046,-7.076927,-64.65103,3.975639,12.806938886642456,16.694438991128422
Mid-High,-40.544792,-9.839592,-80.0,1.709937,17.372812032699585,19.30637838044573
High-Low,-50.090096,-16.186394,-80.0,0.49816725,21.738107204437256,22.001742069393785
High-Mid,-55.712578,-24.718208,-80.0,0.17899421,22.097017765045166,24.690747018029292
High-High,-69.506676,-36.783012,-80.0,0.042218298,22.578978538513184,23.679516806189078
Overall Song,-69.58507,0.0,-80.0,1.2108514,30.210187435150146,13.524233102798462
