Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-19.424513,-9.257511,-36.61745,3.0206492,7.326380014419556,10.58536913946298
Low-Mid,-10.306807,0.0,-17.373924,8.838767,7.258062362670898,12.818981624210934
Low-High,-14.642463,-0.43878365,-31.655312,7.0922127,8.731479048728943,13.794782076330511
Mid-Low,-22.775839,-3.1125584,-53.398834,4.0387526,10.94839096069336,14.234645310498028
Mid-Mid,-30.775684,-10.638191,-61.170807,1.4161959,12.525237798690796,18.75837723785313
Mid-High,-39.895966,-9.184736,-73.686905,0.67218834,20.451340675354004,21.18680383541653
High-Low,-48.71347,-22.845945,-80.0,0.20892535,16.940128803253174,23.017462455192103
High-Mid,-51.377514,-26.08109,-80.0,0.14528161,16.860592365264893,22.880641620397554
High-High,-57.216496,-20.627768,-80.0,0.10944497,24.77421283721924,18.769773409044415
Overall Song,-61.361206,0.0,-80.0,0.5827391,30.876412391662598,14.308698177337646
