Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-37.63913,-18.499683,-60.759907,0.48372445,11.789765357971191,19.892595027705994
Low-Mid,-39.528584,-26.44916,-56.395794,0.31505033,7.564653158187866,16.241781301223167
Low-High,-36.91453,-16.963383,-63.416782,0.6299824,11.03145956993103,15.630741455888478
Mid-Low,-28.06369,-6.987953,-65.11029,1.8568443,11.617947816848755,10.55383816256686
Mid-Mid,-26.23355,0.0,-71.51807,4.0258627,11.884231567382812,10.700186955701236
Mid-High,-36.32635,-12.436893,-74.381805,0.81512874,13.319993019104004,12.9397960141306
High-Low,-53.88749,-16.777042,-80.0,0.21651036,20.494794845581055,16.362326835746074
High-Mid,-62.68265,-36.930527,-80.0,0.028970962,17.811626195907593,23.47578154310758
High-High,-67.51144,-38.53321,-80.0,0.01563607,21.56564950942993,15.826229096010815
Overall Song,-70.12189,0.0,-80.0,0.48266473,30.308499336242676,11.608386039733887
