Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-11.901779,-2.0847816,-32.404846,16.200935,5.442463755607605,7.7426318931162825
Low-Mid,-8.863421,0.0,-30.980278,23.347778,4.3531376123428345,16.61656168923135
Low-High,-18.389492,-0.77347374,-59.190025,10.713758,10.345735549926758,13.432557033689797
Mid-Low,-18.334824,-0.06150818,-56.944546,11.887929,10.154415369033813,15.478299095615178
Mid-Mid,-28.547472,-3.3483543,-72.33084,5.6260986,13.365546464920044,19.792115240235958
Mid-High,-46.374054,-9.20998,-79.132614,0.599202,26.956603527069092,21.170904430039887
High-Low,-45.99382,-14.473631,-80.0,0.6813965,20.576419830322266,21.008352765992953
High-Mid,-46.910755,-15.311209,-80.0,0.442096,23.496508598327637,20.1032512858296
High-High,-54.288578,-20.519474,-80.0,0.4927598,17.345869541168213,20.41434855794948
Overall Song,-63.040985,0.0,-80.0,1.5782394,27.75459051132202,13.224576711654663
