Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-48.947334,-11.666836,-80.0,1.2817528,24.607322216033936,28.515178993201147
Low-Mid,-48.514282,-11.083904,-80.0,1.5203816,23.707287311553955,22.97110092640722
Low-High,-48.101498,-11.30789,-80.0,1.8693327,21.688623428344727,22.529126552818116
Mid-Low,-45.402355,0.0,-80.0,7.1754975,21.313204765319824,22.523997828782075
Mid-Mid,-52.469467,-0.21155548,-80.0,3.5533674,27.205886840820312,25.56078143490887
Mid-High,-58.642357,-1.9859848,-80.0,1.5854472,32.44122505187988,28.80498025259665
High-Low,-64.99038,-8.167046,-80.0,0.56718,35.18878221511841,31.740661101069936
High-Mid,-69.79576,-17.217644,-80.0,0.25428826,33.10607433319092,33.86241704014493
High-High,-74.66164,-21.954035,-80.0,0.16023947,32.38081932067871,34.514233495903476
Overall Song,-74.96074,0.0,-80.0,0.77706194,40.62113285064697,21.048147678375244
