Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-27.43035,-16.007288,-38.159996,0.6495261,7.591522932052612,11.075385075284487
Low-Mid,-24.318657,-13.350792,-40.41814,0.9307315,7.123464345932007,11.568469499808952
Low-High,-21.050014,-8.807181,-53.65799,1.4543473,7.790201306343079,13.696812475814761
Mid-Low,-19.917326,-1.9073486e-06,-43.524857,2.5565999,11.697487831115723,13.515252396003227
Mid-Mid,-28.874601,-2.1559868,-74.9665,1.369527,14.963345527648926,14.51386425481395
Mid-High,-45.23722,-23.404408,-75.62529,0.124720044,14.52761173248291,18.72563705876076
High-Low,-51.399895,-26.540586,-80.0,0.069507256,16.469554901123047,17.369743644026446
High-Mid,-49.78773,-25.095158,-80.0,0.07971442,16.724848747253418,17.136873176624114
High-High,-48.71537,-12.324856,-80.0,0.32102636,17.395074367523193,17.873408255274857
Overall Song,-60.00982,-1.9073486e-06,-80.0,0.3176981,29.810452461242676,12.050470113754272
