Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-20.643503,-2.6131916,-40.976856,0.007317719,13.511147499084473,14.442481106745683
Low-Mid,-9.35359,0.0,-12.244236,0.016685028,8.965315222740173,6.469623826277287
Low-High,-10.769468,-2.9697838,-20.526691,0.017372744,5.644702315330505,9.464967673295584
Mid-Low,-25.715256,-16.2999,-52.11011,0.0032356165,6.912814974784851,14.040672230319027
Mid-Mid,-30.62095,-18.907993,-61.37467,0.0018481711,9.169017672538757,13.768517400889028
Mid-High,-33.82754,-22.674019,-73.41185,0.0012640082,8.702837228775024,12.736451244488345
High-Low,-34.537388,-22.75616,-73.41185,0.0011705824,9.287655353546143,13.034471007492899
High-Mid,-34.737217,-22.517555,-73.41185,0.0011499043,9.681062698364258,13.00658793129699
High-High,-34.892105,-22.609592,-73.41185,0.0011262537,9.769536256790161,13.1575524116605
Overall Song,-34.56629,0.0,-73.41185,0.001542946,29.644839763641357,13.89546275138855
