Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-38.53364,-16.289059,-65.09941,1.7483659,14.143542051315308,20.72253339227703
Low-Mid,-38.142918,-17.693916,-59.197792,1.7830019,12.568295001983643,15.719015053274658
Low-High,-35.10939,-12.556965,-68.70799,2.6764839,14.176989793777466,14.837969459619504
Mid-Low,-27.22426,0.0,-72.63706,11.6499605,13.958758115768433,16.970244069237125
Mid-Mid,-33.884842,-0.23581314,-80.0,7.2696614,17.81915307044983,18.943733129206894
Mid-High,-43.666695,-3.2086182,-80.0,3.436242,21.3549542427063,20.981891177653043
High-Low,-49.759205,-6.6861725,-80.0,1.1910563,27.08043098449707,25.452407135579108
High-Mid,-55.898167,-16.522753,-80.0,0.5271561,24.323711395263672,26.02114318161499
High-High,-67.307076,-26.213968,-80.0,0.13660277,26.362087726593018,24.093201927233675
Overall Song,-69.11241,0.0,-80.0,1.4021919,32.34909772872925,15.794637203216553
