Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-19.154097,-8.548685,-30.912434,9.828778,6.996033191680908,11.426527865951696
Low-Mid,-15.276175,-5.1142464,-28.61733,16.194864,6.092918515205383,12.816340946812284
Low-High,-14.77283,0.0,-39.67363,21.439829,8.770284056663513,13.201397468169025
Mid-Low,-30.790958,-2.5712738,-56.94543,6.954096,15.978623628616333,13.62969290574187
Mid-Mid,-40.39722,-15.580244,-63.90734,1.4228576,16.75123691558838,14.031765778743566
Mid-High,-46.37468,-28.311968,-67.92545,0.4840199,13.385478258132935,14.099359132801242
High-Low,-46.400536,-26.969048,-80.0,0.5022085,14.407981634140015,15.478449629437932
High-Mid,-41.1345,-21.551252,-78.37904,0.93994,14.38145399093628,14.634192284338848
High-High,-39.1577,-15.553839,-80.0,1.5722202,15.910605192184448,18.510879934220018
Overall Song,-55.0134,0.0,-80.0,1.5516678,31.578736305236816,12.727205753326416
