Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-32.038616,-16.904186,-48.583977,2.3741753,8.51950228214264,16.503182851915945
Low-Mid,-27.649025,-15.0640545,-38.557545,3.0195663,8.271000385284424,18.775642120523536
Low-High,-31.77388,-18.112621,-48.464584,1.8959668,9.26470935344696,12.806573469916295
Mid-Low,-22.086847,-4.295433,-46.457207,7.6102743,11.010504961013794,12.87729673378278
Mid-Mid,-26.25956,0.0,-50.2946,8.362051,14.487688541412354,14.929184509072549
Mid-High,-37.6645,-4.5542793,-73.49117,2.964959,18.939290046691895,16.64486852128201
High-Low,-41.531796,-6.9005814,-74.67725,1.9683928,20.1511287689209,19.54781266911736
High-Mid,-43.27257,-18.384487,-76.00198,0.73147875,17.26542353630066,21.859410192615307
High-High,-54.036728,-22.237728,-80.0,0.39812893,18.695743083953857,26.645928775247334
Overall Song,-62.117016,0.0,-80.0,1.3430865,30.37186622619629,13.639389276504517
