Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-15.904245,-6.4822636,-27.887417,2.4025464,6.815311312675476,8.754913163959383
Low-Mid,-9.574117,0.0,-26.816038,5.5324674,6.052634119987488,13.038414388458069
Low-High,-14.891578,-0.61847687,-36.36531,3.9855711,8.282724022865295,15.624476779639753
Mid-Low,-29.616436,-6.55245,-53.835587,1.0581231,13.867837190628052,19.10096253526177
Mid-Mid,-36.67516,-8.016445,-61.75805,0.674842,16.310523748397827,15.133780531311515
Mid-High,-43.80482,-15.741685,-80.0,0.29446763,15.788575410842896,17.688437629285282
High-Low,-53.745823,-19.02457,-80.0,0.1243379,19.994369745254517,24.4406279443043
High-Mid,-60.496998,-32.36413,-80.0,0.029500863,19.150186777114868,21.79467360210294
High-High,-67.00249,-37.342934,-80.0,0.016620675,19.155105352401733,19.613010317770815
Overall Song,-68.87371,0.0,-80.0,0.29062575,31.64433002471924,12.653056383132935
