Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-28.17758,-4.4022064,-54.466614,8.191849,14.298630952835083,15.475689485293652
Low-Mid,-26.834122,-5.432148,-61.82264,8.826217,12.620834112167358,16.65418045951092
Low-High,-25.094065,0.0,-52.032784,12.202884,15.239225625991821,15.694638429258038
Mid-Low,-26.245256,-0.44826508,-65.11818,12.837414,14.350658655166626,16.560601184656733
Mid-Mid,-30.294455,-3.9815063,-78.23779,8.934002,13.966047763824463,15.969467936722799
Mid-High,-39.089237,-1.6275482,-80.0,7.076159,18.344979286193848,21.39301097843399
High-Low,-46.205624,-9.326094,-80.0,1.9037279,22.050282955169678,23.224588412048107
High-Mid,-52.361134,-15.197523,-80.0,0.7586945,24.169611930847168,27.776376184866173
High-High,-62.30047,-20.13769,-80.0,0.37173188,25.42618751525879,30.006773649342513
Overall Song,-66.448555,0.0,-80.0,1.9988171,30.95301389694214,15.41260838508606
