Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-14.083214,-3.6871262,-37.00197,20.4328,5.825619697570801,8.98962241774061
Low-Mid,-9.864179,0.0,-29.581928,30.25894,6.102229952812195,15.463216895887431
Low-High,-16.518364,-0.18413162,-29.62239,17.555737,10.646792650222778,16.513962306327933
Mid-Low,-24.213156,-2.794426,-48.905304,8.299463,14.543876647949219,16.349923394751226
Mid-Mid,-38.89928,-8.827749,-74.68654,3.8056884,15.282889604568481,15.509974708854164
Mid-High,-51.20822,-28.9282,-80.0,0.31407467,16.85044527053833,19.250903534837636
High-Low,-50.377014,-26.97792,-80.0,0.47123626,15.276607275009155,18.389921571479206
High-Mid,-54.53849,-32.469013,-80.0,0.26918143,14.649386405944824,20.036796717035024
High-High,-70.41975,-39.524757,-80.0,0.061768018,20.379271507263184,20.153512653516582
Overall Song,-70.256836,0.0,-80.0,1.6058196,31.605370044708252,10.298784971237183
