Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-12.814737,-2.6439457,-40.226055,9.825784,6.109386682510376,8.471703466570546
Low-Mid,-8.965931,-0.15859032,-27.271734,14.414523,5.26607871055603,16.89087994616203
Low-High,-20.802238,0.0,-61.56494,7.011436,11.684536933898926,18.762714651822503
Mid-Low,-27.286879,-1.9650879,-53.45848,3.341252,16.15740180015564,17.202403129937238
Mid-Mid,-32.41892,-10.848444,-67.74479,1.3172742,15.358707904815674,18.813439835172243
Mid-High,-44.968014,-11.698053,-77.707596,0.6578962,20.539474487304688,19.927706181552104
High-Low,-63.051525,-30.252771,-80.0,0.062384106,22.446424961090088,21.163082129473324
High-Mid,-73.416214,-43.18153,-80.0,0.016096285,21.284632682800293,21.327192562848076
High-High,-78.29295,-53.562355,-80.0,0.006058476,19.391050338745117,26.042337803807904
Overall Song,-75.45143,0.0,-80.0,0.70984286,31.57743215560913,10.112050771713257
