Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-30.483292,-6.6083717,-60.652405,2.6684363,16.202460527420044,23.482983774794242
Low-Mid,-28.097755,-3.3586578,-70.86032,3.7222235,16.561261415481567,17.480854755265774
Low-High,-28.113834,-3.408865,-68.03565,4.4145875,15.029299259185791,13.917149306652338
Mid-Low,-33.72356,-0.36302185,-80.0,7.802298,13.128495216369629,16.77317577761545
Mid-Mid,-39.220055,-2.515995,-80.0,4.2730265,16.205261945724487,18.18013662534207
Mid-High,-45.433388,-1.9073486e-06,-80.0,4.0860047,19.10999059677124,22.317499163335405
High-Low,-51.407013,-6.065155,-80.0,1.3692528,22.541139125823975,23.759533203298254
High-Mid,-56.317158,-15.771289,-80.0,0.45790946,22.349085807800293,27.39034560128177
High-High,-66.37476,-19.50018,-80.0,0.17891663,26.782774925231934,27.387075457430594
Overall Song,-68.82998,-1.9073486e-06,-80.0,1.1075292,30.44886350631714,18.392645120620728
