Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-37.15302,-18.28127,-57.067398,1.1547489,12.517538070678711,18.956005935091103
Low-Mid,-37.144936,-13.84725,-66.99814,1.4284089,15.104255676269531,18.15235878150963
Low-High,-35.631508,-12.81179,-63.038612,1.6673452,14.796257019042969,14.822742912748536
Mid-Low,-26.370945,0.0,-78.938354,8.715446,13.242764472961426,14.47093144841321
Mid-Mid,-37.212585,-2.0570908,-80.0,3.3225803,19.561957120895386,19.132974979913296
Mid-High,-42.48064,-4.198509,-80.0,2.2622004,20.759425163269043,25.01519157374936
High-Low,-50.502197,-5.7848053,-80.0,0.85320675,27.642667293548584,25.808756814831067
High-Mid,-58.31568,-12.838739,-80.0,0.3894422,27.40095615386963,24.078525748603383
High-High,-64.48435,-23.18656,-80.0,0.18796071,23.380656242370605,24.209116652223805
Overall Song,-68.51856,0.0,-80.0,0.92132896,32.76026248931885,16.044822931289673
