Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-15.005165,-0.59231544,-29.620804,0.6674196,7.336605191230774,10.215723274881254
Low-Mid,-12.006209,4.7683716e-07,-23.351585,0.69887316,7.528932094573975,10.33784080753437
Low-High,-19.797874,-6.17408,-35.709583,0.29835874,8.74804437160492,10.642192633917528
Mid-Low,-22.60335,-7.6618285,-46.731567,0.20734322,10.421274900436401,13.473357150689129
Mid-Mid,-18.906803,-6.413835,-44.316437,0.28408736,8.93402636051178,15.112714248210072
Mid-High,-25.426353,-2.6442041,-53.503418,0.23109148,14.497016668319702,15.84814675700618
High-Low,-32.4973,-11.000494,-66.16733,0.09000144,14.331415891647339,16.667877009319394
High-Mid,-46.082508,-23.329243,-80.0,0.017841749,16.05890989303589,15.604538427029876
High-High,-56.721466,-34.727207,-80.0,0.0041948436,17.235376834869385,13.935681977821421
Overall Song,-55.318512,4.7683716e-07,-80.0,0.06654997,27.953941822052002,11.302574872970581
