Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-23.23981,-8.60887,-55.464264,6.58947,9.03108835220337,11.251353151009415
Low-Mid,-17.766405,-4.3030586,-48.43843,12.127286,8.038638234138489,15.559802110380057
Low-High,-20.112097,0.0,-50.495453,12.299033,12.219548225402832,14.564892711813503
Mid-Low,-21.754347,-0.32439804,-50.812103,9.329671,14.29524302482605,17.421294666706597
Mid-Mid,-27.91026,-5.4174366,-75.24545,4.2922573,15.945816040039062,18.042374515644898
Mid-High,-35.395626,-9.985767,-80.0,2.1960146,17.198495864868164,23.611115258919586
High-Low,-45.310352,-15.93914,-80.0,0.8516897,19.472198486328125,25.49445393280645
High-Mid,-55.174583,-19.25878,-80.0,0.36484838,23.515939712524414,25.512441211865667
High-High,-65.4422,-25.988976,-80.0,0.18293878,22.781877517700195,27.073722148654046
Overall Song,-68.21026,0.0,-80.0,1.2167411,32.31300592422485,17.664185762405396
