Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-33.204197,-13.543392,-63.041496,3.9546578,11.633943319320679,16.588081664972563
Low-Mid,-31.113743,-10.554857,-57.2696,4.741663,13.046044111251831,17.315670775487735
Low-High,-31.251406,-11.5055275,-51.688877,4.314025,12.916334867477417,15.234025564456795
Mid-Low,-26.521399,-2.9663124,-65.5608,11.435815,12.987858057022095,15.83982410428921
Mid-Mid,-32.004807,0.0,-66.64848,9.398774,17.65808939933777,17.269927130203214
Mid-High,-34.86189,-0.83309174,-79.509315,6.663963,19.811772108078003,22.27624070156154
High-Low,-41.567608,-4.878853,-80.0,2.4632971,24.41032648086548,22.532892988900226
High-Mid,-45.994934,-16.245754,-80.0,1.0148393,20.745816230773926,24.226565886892327
High-High,-58.665646,-22.405903,-80.0,0.40021548,22.66773223876953,25.798641110854852
Overall Song,-63.79791,0.0,-80.0,1.892067,31.5807843208313,14.952141046524048
