Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-27.374065,-9.801952,-48.218727,6.830934,11.08374834060669,15.230401598913987
Low-Mid,-23.46279,-6.1904984,-40.101887,10.501417,10.959845781326294,12.20229087388179
Low-High,-18.10226,-1.8417969,-34.554726,17.803469,10.723410844802856,14.0926329005418
Mid-Low,-18.650707,-0.7535553,-53.346043,19.824556,10.877677202224731,12.91254911942197
Mid-Mid,-26.19225,0.0,-66.77755,12.672451,15.518089532852173,17.51178324717137
Mid-High,-37.43409,-6.7413406,-77.51592,5.6030774,15.865429639816284,18.659172743728437
High-Low,-41.378338,-8.980686,-76.798355,2.34198,21.20295286178589,21.93290434087874
High-Mid,-47.57412,-21.373741,-80.0,0.9749846,16.42160654067993,23.990693396401813
High-High,-55.870956,-18.604605,-80.0,0.6613504,22.56206512451172,26.882456243279563
Overall Song,-62.966785,0.0,-80.0,2.579276,29.345345497131348,12.317147254943848
