Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-16.685286,0.0,-29.799507,1.4051554,10.836296081542969,14.273801290955085
Low-Mid,-16.670422,-2.856205,-24.462166,1.0851713,10.224611759185791,18.97146134112148
Low-High,-27.707762,-14.626414,-53.21881,0.37752283,7.62550413608551,18.83056805340724
Mid-Low,-33.394047,-17.740923,-67.43668,0.2178757,9.285683035850525,14.716365197690134
Mid-Mid,-31.81375,-11.189873,-65.23064,0.3616625,11.434839963912964,16.618765772583547
Mid-High,-36.25698,-8.7445755,-74.34718,0.3244579,14.823039770126343,19.248837301512626
High-Low,-46.377853,-10.931137,-80.0,0.1254195,20.892345905303955,20.6590047226615
High-Mid,-55.592384,-30.830833,-80.0,0.0192369,17.2772479057312,22.37082422787829
High-High,-66.260666,-31.58377,-80.0,0.0077659804,24.403085708618164,13.966730831089238
Overall Song,-64.88442,0.0,-80.0,0.09701641,34.05387878417969,14.33255910873413
