Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-37.73685,-19.599026,-67.35643,1.51314,11.610263586044312,24.12414768465174
Low-Mid,-37.50107,-16.326405,-65.429474,1.986804,12.517365217208862,17.181937785540573
Low-High,-34.746674,-10.748615,-60.144047,3.257369,13.800914287567139,17.916954575817712
Mid-Low,-31.657259,-3.8146973e-06,-73.30609,10.185882,14.646894931793213,16.419015860596744
Mid-Mid,-43.40677,-7.5449295,-80.0,2.2383418,20.26341199874878,19.589086347728188
Mid-High,-51.488716,-15.220428,-80.0,0.63969576,23.466973304748535,20.812955326766275
High-Low,-52.743504,-22.941757,-80.0,0.40505585,19.71481442451477,21.03696466737611
High-Mid,-54.119873,-22.738888,-80.0,0.3490266,21.210808753967285,22.4626113440168
High-High,-60.95898,-22.974976,-80.0,0.37516195,20.347518920898438,22.439840741170904
Overall Song,-66.92302,-3.8146973e-06,-80.0,0.93126327,35.42541742324829,16.476571559906006
