Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-15.241224,-6.9674797,-31.27939,6.1624837,5.459524393081665,10.85249698677789
Low-Mid,-12.436055,-1.2207584,-24.258205,9.891323,7.096270322799683,10.498378223144975
Low-High,-11.828749,-1.450716,-26.395481,9.602968,7.123291492462158,10.386701960171802
Mid-Low,-17.41197,0.0,-50.14409,8.77,9.362125396728516,13.62386909809733
Mid-Mid,-26.898048,-5.2689857,-67.880615,3.7415185,11.492174863815308,17.679580427051174
Mid-High,-37.17643,-8.885992,-80.0,1.5210412,15.693305730819702,16.304241176725817
High-Low,-50.025574,-17.034292,-80.0,0.33338654,20.728864669799805,19.51587444790836
High-Mid,-54.79989,-23.490564,-80.0,0.19175471,19.07663345336914,20.88651645634838
High-High,-58.476707,-24.809212,-80.0,0.12184924,21.69645071029663,18.715025577176934
Overall Song,-62.894108,0.0,-80.0,1.0462621,27.82930850982666,12.55454421043396
