Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-20.614641,-4.019741,-45.29341,0.007930253,10.21608829498291,11.92972373191723
Low-Mid,-7.977375,-1.5465431,-18.029337,0.017231144,5.948746204376221,10.614913180301272
Low-High,-9.219123,-1.9073486e-06,-18.356337,0.018040486,7.096605896949768,10.27377041124091
Mid-Low,-24.540367,-12.51549,-41.646103,0.0033549876,9.192265272140503,11.48033972684874
Mid-Mid,-30.149797,-18.360647,-57.075386,0.0017256842,9.121693968772888,11.448863987753544
Mid-High,-32.75983,-22.165464,-59.48761,0.0012728834,7.960332632064819,12.312014567349458
High-Low,-33.543243,-21.125498,-65.294846,0.0011461697,9.911094903945923,11.93539523132747
High-Mid,-33.43029,-21.644827,-72.22157,0.0011551379,9.324067831039429,12.955552139123691
High-High,-33.860603,-21.487413,-72.22157,0.0011094987,9.831619262695312,13.548249549400104
Overall Song,-33.45929,-1.9073486e-06,-72.22157,0.0015600852,28.358604907989502,11.64559006690979
