Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-60.158726,-30.166798,-80.0,0.021363668,16.090006828308105,18.379259852361628
Low-Mid,-47.620914,-27.001022,-51.739777,0.032848198,15.519065856933594,19.000585811739214
Low-High,-48.874653,-28.701818,-61.48401,0.029776847,14.670926332473755,22.585305998152467
Mid-Low,-62.329163,-12.323584,-80.0,0.06309922,24.526257514953613,23.40263085729802
Mid-Mid,-66.344154,-1.9214048,-80.0,0.19925405,24.94077205657959,24.27467083038521
Mid-High,-68.796814,9.536743e-07,-80.0,0.20853508,26.466739177703857,24.864736235117153
High-Low,-71.15871,-6.7210464,-80.0,0.047715362,32.55610942840576,27.77850476533193
High-Mid,-72.41012,-45.35686,-80.0,0.0021428226,20.873732566833496,22.384671196298548
High-High,-72.9837,-42.343082,-80.0,0.0016979504,25.908734798431396,14.162479304328722
Overall Song,-72.6749,9.536743e-07,-80.0,0.040357787,40.731773376464844,22.660722732543945
