Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-27.16625,-3.467949,-80.0,9.409647,15.355716943740845,18.179158430530823
Low-Mid,-24.246748,-0.74313736,-78.95086,13.309216,15.06894826889038,19.633068638009036
Low-High,-27.551733,-1.66222,-80.0,9.933149,16.6911780834198,19.30400825232586
Mid-Low,-30.221092,-3.8146973e-06,-80.0,10.2453985,18.084557056427002,21.490426309313328
Mid-Mid,-37.577137,-1.0731812,-80.0,5.807935,21.941521167755127,23.821966279230526
Mid-High,-44.722923,-1.9858246,-80.0,2.9216988,26.99660062789917,27.417618307965345
High-Low,-55.506897,-8.035772,-80.0,0.97457916,30.48302173614502,29.153548039778432
High-Mid,-63.712704,-17.919405,-80.0,0.38320425,28.707125186920166,30.753227969253658
High-High,-71.22508,-20.23805,-80.0,0.2745078,29.285991191864014,32.19907234820932
Overall Song,-71.87693,-3.8146973e-06,-80.0,1.3677752,35.57483911514282,17.796378135681152
