Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-21.508617,-8.574272,-57.420033,5.0176306,7.54619836807251,10.58992663047218
Low-Mid,-17.31012,-3.693102,-46.758236,8.778215,7.569217085838318,13.994045517878131
Low-High,-21.20411,0.0,-49.980156,7.2286224,12.949333190917969,17.16579254234418
Mid-Low,-26.050995,-2.1288147,-56.369907,3.5614765,16.969025135040283,14.733180289253504
Mid-Mid,-30.437223,-12.857386,-69.056656,1.8500022,11.929612159729004,16.19411166194699
Mid-High,-32.070198,-9.535818,-71.1548,1.9163216,14.94525671005249,22.508048551952147
High-Low,-52.750973,-19.316723,-80.0,0.25412372,22.712817192077637,29.083374088737067
High-Mid,-64.07156,-27.799652,-80.0,0.090187795,23.227837085723877,27.141115990224534
High-High,-75.08962,-38.542503,-80.0,0.01956638,25.75773000717163,28.410789070345906
Overall Song,-72.6428,0.0,-80.0,0.64722043,33.90939950942993,12.689206600189209
