Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-16.006792,-6.810936,-25.415653,7.312931,7.153170704841614,9.527508886849045
Low-Mid,-10.778769,-0.545454,-42.19866,17.275394,5.951924920082092,12.04141322847895
Low-High,-13.116192,0.0,-32.5613,13.315335,8.75889539718628,16.265284561622973
Mid-Low,-29.717524,-4.277212,-59.757736,4.3962336,14.107109308242798,16.077152601949575
Mid-Mid,-40.45439,-20.150818,-64.93712,0.7378384,13.735893964767456,17.56109960642117
Mid-High,-51.773582,-26.458885,-80.0,0.2207243,17.9100501537323,15.198650700106093
High-Low,-55.738354,-34.71516,-80.0,0.116100214,15.23411750793457,17.186054378725522
High-Mid,-53.774,-26.653078,-80.0,0.19430354,18.823245763778687,20.080254339131653
High-High,-59.487415,-20.606188,-80.0,0.4117762,18.34652543067932,20.43900292183593
Overall Song,-66.94263,0.0,-80.0,0.9470929,31.718084812164307,11.17353081703186
