Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-23.129711,-15.482,-33.668575,0.31083292,5.4053181409835815,14.63174160588192
Low-Mid,-20.367577,-10.826743,-30.619568,0.47063977,6.457343697547913,14.30699232595389
Low-High,-16.046392,0.0,-37.461575,1.0503104,10.311505794525146,8.81388883830226
Mid-Low,-20.429123,-0.62892437,-42.41511,0.68387455,13.409405946731567,10.25770791611641
Mid-Mid,-27.648346,-18.80186,-47.017338,0.18379202,6.649464964866638,13.64965514839454
Mid-High,-28.81247,-14.45915,-50.43086,0.17464769,11.435450315475464,12.706703183998709
High-Low,-27.248638,-12.639487,-61.878613,0.23138279,10.811750888824463,15.142023686127219
High-Mid,-30.923122,-14.545815,-66.70747,0.14836764,12.765259742736816,14.644981679476434
High-High,-47.9877,-20.565084,-80.0,0.03917889,18.311731815338135,15.105540451838593
Overall Song,-53.627575,0.0,-80.0,0.11581317,29.46269989013672,13.526419401168823
