Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-35.436558,-19.496378,-53.908936,3.0893104,10.092239379882812,10.682631220008272
Low-Mid,-34.425114,-22.845224,-47.521675,2.8014336,7.593019008636475,16.83407046458234
Low-High,-35.66669,-17.491137,-58.501324,3.192476,11.812158823013306,11.930526983757234
Mid-Low,-25.548723,-3.3588982,-50.808723,13.148549,13.649393320083618,16.007751480567713
Mid-Mid,-28.154064,0.0,-54.94175,12.798523,17.242650985717773,15.522564328905945
Mid-High,-44.648216,-11.012722,-76.09,2.104956,21.908268928527832,17.447245439948947
High-Low,-44.757988,-15.959747,-78.46364,1.6725454,18.958542346954346,20.25744477455595
High-Mid,-47.7569,-18.142134,-80.0,1.0756048,20.610661506652832,23.107741263905368
High-High,-57.975,-20.681967,-80.0,0.77093023,20.96358060836792,22.2925824220337
Overall Song,-63.845802,0.0,-80.0,1.9300098,33.674657344818115,15.292571783065796
