Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-18.137821,-9.23727,-29.943897,7.1647077,6.952536106109619,8.884060340527101
Low-Mid,-10.001872,0.0,-37.23413,22.924261,6.087871193885803,12.585413148697622
Low-High,-14.115098,-0.54855347,-37.72302,16.863293,8.206376433372498,14.30408990391749
Mid-Low,-27.032167,-4.7636375,-59.040016,5.7360654,13.357857465744019,13.90564860654772
Mid-Mid,-35.58435,-13.004501,-72.19521,2.3257287,12.958095073699951,15.649409553379972
Mid-High,-47.092014,-17.742157,-80.0,0.93665403,16.120035648345947,17.219885444800646
High-Low,-58.48393,-31.561115,-80.0,0.1500358,18.208763599395752,20.531821721404548
High-Mid,-63.372902,-40.210014,-80.0,0.067619,16.482385396957397,23.40182064787044
High-High,-71.87141,-45.592453,-80.0,0.02757723,18.89031410217285,27.00787536676068
Overall Song,-72.107086,0.0,-80.0,1.2002424,31.70839786529541,9.77817177772522
