Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-31.064865,-4.3169937,-49.41427,9.857889,10.101609230041504,14.535411995386937
Low-Mid,-25.21297,-2.6593323,-34.588806,10.245905,11.423941850662231,17.3129215991066
Low-High,-29.466913,0.0,-44.312824,13.019962,12.002086639404297,16.1315596080571
Mid-Low,-26.324347,-3.2674026,-54.976677,7.034006,14.082822799682617,13.034121163125095
Mid-Mid,-25.728632,-1.363327,-59.101295,11.234013,11.920255422592163,13.117429346946622
Mid-High,-38.67355,-12.389206,-70.347824,2.209222,15.020285844802856,15.844147059432332
High-Low,-39.919678,-11.631926,-75.52424,1.7862185,17.623664140701294,15.671651609028693
High-Mid,-35.74079,-13.602631,-74.66851,1.8594658,15.303887128829956,18.250858645651817
High-High,-47.442234,-14.113411,-80.0,1.2338743,18.355451822280884,17.80289263577722
Overall Song,-57.949314,0.0,-80.0,1.8665496,28.873491287231445,13.681387901306152
