Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-20.580688,-9.252205,-41.473244,7.7659326,8.312720656394958,10.156838933785284
Low-Mid,-12.354432,-1.0663338,-33.153255,22.572622,7.230824828147888,13.943256715254455
Low-High,-15.952887,0.0,-42.930763,18.031977,10.247931480407715,13.319320141462608
Mid-Low,-24.2136,-2.9878845,-69.329,11.010955,11.544415950775146,17.410502125683536
Mid-Mid,-37.993298,-11.719027,-71.231895,2.0706675,17.327563762664795,23.134584666132028
Mid-High,-46.61838,-11.72385,-80.0,0.96184635,23.982834815979004,20.34970860330184
High-Low,-50.926804,-20.633062,-80.0,0.44453,21.777713298797607,23.030166688571363
High-Mid,-56.49581,-28.342464,-80.0,0.25310788,18.96022081375122,26.88205566617959
High-High,-68.93733,-35.532825,-80.0,0.073941685,22.458186149597168,28.059213932194446
Overall Song,-70.0162,0.0,-80.0,1.4583709,32.09143877029419,13.830641508102417
