Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-36.872696,-15.031651,-55.617928,1.1631696,13.711864948272705,15.811738991137577
Low-Mid,-34.779934,-11.225824,-53.85691,1.8086786,13.683322668075562,18.064519521244296
Low-High,-31.648766,-6.5128193,-57.89881,2.669856,15.013799667358398,13.736999735470334
Mid-Low,-24.38294,-1.3295765,-68.00482,8.140017,10.51429271697998,12.106182168021046
Mid-Mid,-34.039097,1.9073486e-06,-71.74806,5.5415063,15.18381953239441,18.254993979041455
Mid-High,-47.683765,-5.4339275,-80.0,1.1366413,23.509979248046875,18.999965075342214
High-Low,-52.499218,-21.696827,-80.0,0.3111269,18.500795364379883,18.093851745890582
High-Mid,-57.6633,-29.209475,-80.0,0.122210905,19.104701280593872,20.93406751481991
High-High,-59.76256,-22.977251,-80.0,0.22532545,20.022919178009033,19.151404753709038
Overall Song,-66.488846,1.9073486e-06,-80.0,0.93928516,30.600426197052002,12.451720237731934
