Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-25.39059,-10.761692,-43.124294,14.53651,7.518789768218994,14.806279780877096
Low-Mid,-24.473406,-5.5071907,-52.415703,20.273012,9.884129762649536,14.526903085567282
Low-High,-25.192968,-6.110321,-55.484066,18.502195,10.074900388717651,13.274546604292398
Mid-Low,-22.504383,3.8146973e-06,-67.41162,28.338345,12.482198476791382,12.305267982385946
Mid-Mid,-28.478666,-4.2882385,-72.511,14.25492,14.162154197692871,14.974030902181157
Mid-High,-39.231823,-7.292656,-73.33404,7.0907936,17.22313404083252,18.94854404345131
High-Low,-43.38832,-15.91748,-80.0,2.6035295,17.300957441329956,21.652043344680653
High-Mid,-50.21384,-21.976536,-80.0,1.2061845,17.92487621307373,25.317880247273866
High-High,-61.912437,-25.544062,-80.0,0.42563206,23.4049391746521,26.62526028881232
Overall Song,-65.647896,3.8146973e-06,-80.0,3.3359783,31.065223217010498,10.764974355697632
