Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-55.678104,0.0,-80.0,0.30611604,20.062577724456787,20.491790100879335
Low-Mid,-43.549416,-3.7947016,-51.842,0.2643248,17.542837858200073,25.71443242851351
Low-High,-46.011604,-10.305667,-56.29474,0.072527505,22.264578342437744,22.395489233831512
Mid-Low,-61.05405,-25.863838,-80.0,0.010767371,23.274266719818115,25.349543332973067
Mid-Mid,-66.74377,-25.013935,-80.0,0.006937607,27.942168712615967,23.64473237575677
Mid-High,-69.375595,-38.24099,-80.0,0.002598336,23.24540376663208,27.961655557726665
High-Low,-69.967606,-34.28367,-80.0,0.0023976574,27.90088653564453,32.169897745378506
High-Mid,-70.18904,-35.776905,-80.0,0.0020519258,27.760162353515625,23.63111738060551
High-High,-70.77032,-45.350708,-80.0,0.0011936098,22.892343997955322,14.424337358917143
Overall Song,-70.40153,0.0,-80.0,0.0145202475,46.540818214416504,21.78302764892578
