Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-24.085194,-9.7239,-52.829765,6.158416,10.086748600006104,12.449864236227013
Low-Mid,-15.507246,-0.21495438,-51.437958,19.911913,9.402814507484436,14.190599159120083
Low-High,-21.976685,0.0,-64.79281,14.905519,12.133086919784546,10.97877850674196
Mid-Low,-26.93191,-6.581644,-77.43471,8.331367,10.604060888290405,13.901277547948496
Mid-Mid,-41.633755,-13.920959,-73.56267,1.6024113,17.583590745925903,18.450431339285988
Mid-High,-51.49368,-13.609608,-80.0,0.8555258,23.34575891494751,21.099727909599277
High-Low,-57.36565,-22.70716,-80.0,0.3752995,21.40530824661255,23.841221627751793
High-Mid,-58.643295,-32.92784,-80.0,0.1888647,17.149171829223633,22.078520617184815
High-High,-65.37744,-29.118217,-80.0,0.18487678,21.144163608551025,23.379567718557333
Overall Song,-69.38197,0.0,-80.0,1.1851132,34.12483215332031,15.2640962600708
