Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-31.419968,-9.914738,-55.202354,3.1912496,14.057023525238037,17.127240075654907
Low-Mid,-27.251347,-6.2552834,-48.093304,4.676798,14.396719932556152,15.411723553345604
Low-High,-29.215525,-4.729355,-63.61541,4.628859,16.012141704559326,14.135048484105788
Mid-Low,-32.710907,0.0,-80.0,10.143078,13.927582502365112,17.33836076947263
Mid-Mid,-37.73393,-1.2690926,-80.0,6.2601924,16.850128173828125,18.05310506742596
Mid-High,-43.365604,-0.54677963,-80.0,5.9647174,17.99239993095398,20.954131868071357
High-Low,-48.679558,-4.1490097,-80.0,2.0365252,23.724172115325928,25.054122412453466
High-Mid,-52.640694,-15.469559,-80.0,0.8460491,20.033504962921143,27.54375360550403
High-High,-64.69754,-15.559549,-80.0,0.32392445,28.282551765441895,27.876652451415474
Overall Song,-67.150795,0.0,-80.0,1.5586149,30.19620180130005,16.507047414779663
