Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-42.57594,-23.538202,-72.64575,1.2449353,12.446926832199097,18.344597548664787
Low-Mid,-44.110363,-19.989862,-74.98226,1.3523269,15.276569128036499,22.741844463954095
Low-High,-45.403553,-16.241652,-80.0,1.4706935,18.295968770980835,20.93582286067088
Mid-Low,-42.57236,-0.60100937,-80.0,6.831511,20.59671640396118,18.057749808081276
Mid-Mid,-44.109238,0.0,-80.0,7.455885,20.438079833984375,19.249042442572232
Mid-High,-49.362003,-2.8236847,-80.0,3.1709886,25.040488243103027,22.621849644406705
High-Low,-53.981014,-9.243208,-80.0,1.1408656,27.50016689300537,24.016158665686525
High-Mid,-60.81949,-22.04614,-80.0,0.36271742,24.650557041168213,27.648940699085806
High-High,-69.06605,-20.198196,-80.0,0.32794315,27.373898029327393,27.324148986665257
Overall Song,-70.94365,0.0,-80.0,1.1562546,36.626994609832764,16.43587350845337
