Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-22.920284,-9.082773,-34.53322,0.8089456,9.627797603607178,17.810139189518406
Low-Mid,-23.600344,-10.04273,-39.602013,0.7107473,9.79192316532135,18.33305775914656
Low-High,-23.494131,-14.499679,-36.170105,0.63344526,6.335096955299377,19.99429468416968
Mid-Low,-29.205118,-13.619468,-59.464317,0.39208427,11.381901502609253,14.387151247752001
Mid-Mid,-25.598833,0.0,-56.028633,0.9416729,17.39095687866211,14.098997903252794
Mid-High,-26.932453,-0.3971939,-63.859787,1.1888767,14.96902585029602,15.242567470526032
High-Low,-37.93486,-3.7950602,-80.0,0.31853613,23.01072359085083,16.71597127848896
High-Mid,-42.67315,-18.359327,-71.69599,0.10944524,17.725692987442017,16.693185362876783
High-High,-59.962616,-25.127077,-80.0,0.021520715,25.08474588394165,17.121896546709035
Overall Song,-61.3704,0.0,-80.0,0.23174156,29.5688796043396,13.178209066390991
