Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-16.626154,-8.637537,-29.995998,2.3988836,6.1067986488342285,9.192125637136655
Low-Mid,-9.757787,-2.579092,-21.21281,5.4367676,5.058611035346985,11.28489992348997
Low-High,-10.576368,-1.9073486e-06,-29.459927,5.6041083,7.374388575553894,13.568251019906892
Mid-Low,-19.335766,-2.2621803,-50.825905,2.5588126,11.921567916870117,12.32900688734004
Mid-Mid,-25.755621,-9.176977,-53.396927,1.3958932,10.270496606826782,13.253756912013465
Mid-High,-42.131992,-21.455397,-74.5348,0.22034532,14.027044773101807,15.188554369157426
High-Low,-50.15259,-25.413225,-80.0,0.09949533,16.975239515304565,21.9630093435558
High-Mid,-50.91209,-13.100292,-80.0,0.22541665,22.184507846832275,22.721068959586127
High-High,-56.516853,-17.105824,-80.0,0.172689,20.49340009689331,22.75925483113282
Overall Song,-63.41048,-1.9073486e-06,-80.0,0.4241332,29.79447364807129,12.127474546432495
