Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-17.15184,-9.78212,-27.849907,0.004634189,4.999845325946808,7.457665221801475
Low-Mid,-4.2511706,-2.7904892,-8.440201,0.015835289,1.318431794643402,5.555507852456753
Low-High,-5.290072,0.0,-14.320091,0.017318532,3.331219255924225,7.050750665663191
Mid-Low,-21.258379,-11.622719,-46.677254,0.0031919328,6.397643685340881,11.220114446207878
Mid-Mid,-26.581608,-15.094734,-58.42489,0.0016440352,8.688483238220215,10.134577729830642
Mid-High,-29.006945,-17.970589,-53.86461,0.0012071647,8.495524525642395,12.097858392024252
High-Low,-29.268568,-18.367748,-60.541664,0.0011715601,8.358396887779236,11.8084525851391
High-Mid,-29.27056,-18.226887,-62.855667,0.0011397148,8.73863160610199,11.938875269161283
High-High,-29.660877,-17.879864,-61.22412,0.0011101989,9.31356132030487,11.438372630161135
Overall Song,-29.340399,0.0,-67.37726,0.0014932264,24.6189284324646,11.876262426376343
