Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-18.38004,-6.8578854,-37.266388,0.00462546,8.552485704421997,5.741884145986942
Low-Mid,-4.6943097,-2.490488,-10.130133,0.016166067,2.050895392894745,5.9632690837711095
Low-High,-5.8352475,0.0,-12.847731,0.017562835,3.821580708026886,8.553677006854638
Mid-Low,-20.865286,-11.06439,-56.370316,0.0033282405,7.204788327217102,11.828849024412731
Mid-Mid,-26.92624,-15.476568,-50.69712,0.0016633355,8.817307949066162,10.784501703059222
Mid-High,-29.24706,-18.360773,-52.276657,0.0012424154,8.467362523078918,13.07683304233796
High-Low,-30.03204,-17.884214,-68.71347,0.0011632682,9.51566219329834,12.504234328640615
High-Mid,-30.005083,-18.213152,-65.53203,0.0011456065,9.319611191749573,11.776540773794617
High-High,-30.23049,-17.61236,-68.52313,0.001124758,10.079931020736694,12.89039761873818
Overall Song,-29.887201,0.0,-68.71347,0.0015180709,25.08763074874878,12.994157075881958
