Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-11.6994705,-0.7214036,-31.193714,0.80146265,6.724840402603149,8.809824705364807
Low-Mid,-14.944018,-7.2675533,-26.998596,0.43624133,5.461820363998413,8.665739114989236
Low-High,-20.555199,-14.008839,-30.167778,0.21169193,5.000985264778137,12.051149462787517
Mid-Low,-25.897074,-14.7327175,-47.326767,0.14520402,7.5516194105148315,13.071527994081844
Mid-Mid,-20.09847,-2.070753,-46.15217,0.31113333,13.594225645065308,17.107533131539252
Mid-High,-31.095888,-2.7317007,-64.98336,0.16610654,18.384474515914917,17.12784705085629
High-Low,-38.75751,-15.999552,-74.91344,0.04708804,16.06614589691162,15.90322076587575
High-Mid,-45.14637,-24.187963,-80.0,0.018958775,15.779740810394287,16.7922761975964
High-High,-54.638462,-28.202347,-80.0,0.008428211,18.80685329437256,12.619670495841103
Overall Song,-56.466343,0.0,-80.0,0.060231607,29.927420616149902,13.205533027648926
