Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-28.534199,-2.0784607,-51.859413,20.102882,13.684772253036499,16.526209691012216
Low-Mid,-27.455145,-1.097866,-60.421528,21.66915,14.013696908950806,14.355675853786014
Low-High,-23.600851,-1.867672,-48.43746,25.982424,11.667134761810303,15.194872993171565
Mid-Low,-24.587255,0.0,-60.005222,23.333427,14.468827247619629,14.660584705734042
Mid-Mid,-27.270037,-1.4744301,-60.69445,19.186169,14.69420313835144,15.537673844385733
Mid-High,-35.164803,-4.5491905,-72.10255,9.440155,17.779626846313477,16.68754822110803
High-Low,-39.374424,-10.262173,-80.0,4.3420215,18.81238579750061,20.280641676005175
High-Mid,-46.904293,-18.059671,-80.0,1.5242914,20.107367038726807,23.45754520271268
High-High,-60.186283,-24.339758,-80.0,0.57783234,22.252604961395264,27.146904739702755
Overall Song,-63.75455,0.0,-80.0,3.749083,30.34989833831787,10.426394939422607
