Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-57.934902,-5.424034,-80.0,1.1624429,24.235117435455322,19.843289325521813
Low-Mid,-51.029358,-8.813185,-80.0,2.2220635,15.21826982498169,24.127943033684872
Low-High,-54.56968,-6.9929466,-80.0,1.7765335,18.982168436050415,26.012496924984838
Mid-Low,-65.492615,-6.3285522,-80.0,0.9766181,24.84353542327881,30.324160476666194
Mid-Mid,-67.10837,0.0,-80.0,0.714744,33.88357162475586,30.330825038579064
Mid-High,-69.81844,-5.4044094,-80.0,0.4649167,32.214670181274414,32.985456198086524
High-Low,-73.28296,-7.6956253,-80.0,0.14719856,39.91288661956787,33.32497395582591
High-Mid,-74.97783,-22.22675,-80.0,0.05129183,34.538869857788086,36.49801166196342
High-High,-77.544266,-16.635925,-80.0,0.040621113,42.15562343597412,44.936740009404026
Overall Song,-77.61524,0.0,-80.0,0.17952058,45.88429927825928,27.681102752685547
