Band,Mean dB,Max dB,Min dB,RMS,Frequency-Domain_DR,Time-Domain_DR
Low-Low,-28.506447,-16.715021,-41.16414,0.95534134,8.306933045387268,13.01983611229058
Low-Mid,-28.478214,-15.292241,-50.03408,1.0591223,8.833962082862854,14.750157198390188
Low-High,-25.65536,-8.639555,-48.740185,1.7554194,11.09795331954956,12.501633590818402
Mid-Low,-23.297613,0.0,-51.637833,4.422129,11.712496280670166,15.401236238462207
Mid-Mid,-31.238125,-3.4224167,-66.66722,2.2108653,14.31146502494812,17.69075244989815
Mid-High,-46.469,-15.379328,-80.0,0.25293583,21.185591220855713,21.535875144264168
High-Low,-54.102528,-22.14113,-80.0,0.10615551,21.96514368057251,21.114011519279543
High-Mid,-56.36913,-29.168545,-80.0,0.06990117,18.56689214706421,19.955975411935196
High-High,-55.179714,-18.739613,-80.0,0.24305369,18.171470165252686,20.884715248716795
Overall Song,-64.98438,0.0,-80.0,0.46674418,31.24354600906372,14.360822439193726
